"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"40","","","","C","","00:01:14:14","00:01:17:09","00:00:02:19","00:01:14:14","00:01:17:09","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"41","","","","C","","00:01:17:10","00:01:20:06","00:00:02:20","00:01:17:10","00:01:20:06","","","","","","","0.000","","Blue","Δεξιά γυναίκα","",""
"42","","","","C","","00:01:21:00","00:01:21:02","00:00:00:02","00:01:21:00","00:01:21:02","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"43","","","","C","","00:01:22:08","00:01:22:12","00:00:00:04","00:01:22:08","00:01:22:12","","","","","","","0.000","","Blue","Απόλλωνας","",""
"44","","","","C","","00:01:24:01","00:01:24:16","00:00:00:15","00:01:24:01","00:01:24:16","","","","","","","0.000","","Blue","Απόλλωνας","",""
"45","","","","C","","00:01:25:05","00:01:26:01","00:00:00:20","00:01:25:05","00:01:26:01","","","","","","","0.000","","Blue","Απόλλωνας","",""
"46","","","","C","","00:01:26:22","00:01:27:19","00:00:00:21","00:01:26:22","00:01:27:19","","","","","","","0.000","","Blue","Απόλλωνας","",""
"47","","","","C","","00:01:29:08","00:01:31:18","00:00:02:10","00:01:29:08","00:01:31:18","","","","","","","0.000","","Blue","Απόλλωνας","",""
"48","","","","C","","00:01:32:05","00:01:32:07","00:00:00:02","00:01:32:05","00:01:32:07","","","","","","","0.000","","Blue","Απόλλωνας","",""
"49","","","","C","","00:01:34:21","00:01:36:03","00:00:01:06","00:01:34:21","00:01:36:03","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"50","","","","C","","00:01:37:07","00:01:41:06","00:00:03:23","00:01:37:07","00:01:41:06","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"51","","","","C","","00:01:41:18","00:01:42:15","00:00:00:21","00:01:41:18","00:01:42:15","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"52","","","","C","","00:01:43:16","00:01:44:00","00:00:00:08","00:01:43:16","00:01:44:00","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
