"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"24","","","","C","","00:01:13:07","00:01:13:12","00:00:00:05","00:01:13:07","00:01:13:12","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"25","","","","C","","00:01:13:14","00:01:14:07","00:00:00:17","00:01:13:14","00:01:14:07","","","","","","","0.000","","Blue","Δεξιά γυναίκα","",""
"26","","","","C","","00:01:14:10","00:01:14:21","00:00:00:11","00:01:14:10","00:01:14:21","","","","","","","0.000","","Blue","Λαπίθες","",""
"27","","","","C","","00:01:16:07","00:01:16:23","00:00:00:16","00:01:16:07","00:01:16:23","","","","","","","0.000","","Blue","Λαπίθες","",""
"28","","","","C","","00:01:17:10","00:01:18:23","00:00:01:13","00:01:17:10","00:01:18:23","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"29","","","","C","","00:01:19:12","00:01:20:04","00:00:00:16","00:01:19:12","00:01:20:04","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"30","","","","C","","00:01:20:14","00:01:20:15","00:00:00:01","00:01:20:14","00:01:20:15","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"31","","","","C","","00:01:21:04","00:01:21:05","00:00:00:01","00:01:21:04","00:01:21:05","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"32","","","","C","","00:01:21:12","00:01:24:14","00:00:03:02","00:01:21:12","00:01:24:14","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"33","","","","C","","00:01:27:06","00:01:27:14","00:00:00:08","00:01:27:06","00:01:27:14","","","","","","","0.000","","Blue","Λαπίθες","",""
"34","","","","C","","00:01:29:01","00:01:29:17","00:00:00:16","00:01:29:01","00:01:29:17","","","","","","","0.000","","Blue","Απόλλωνας","",""
"35","","","","C","","00:01:29:20","00:01:30:20","00:00:01:00","00:01:29:20","00:01:30:20","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"36","","","","C","","00:01:31:00","00:01:31:12","00:00:00:12","00:01:31:00","00:01:31:12","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταύρος","",""
"37","","","","C","","00:01:31:19","00:01:39:21","00:00:08:02","00:01:31:19","00:01:39:21","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"38","","","","C","","00:01:40:05","00:01:41:02","00:00:00:21","00:01:40:05","00:01:41:02","","","","","","","0.000","","Blue","Απόλλωνας","",""
"39","","","","C","","00:01:41:21","00:01:42:19","00:00:00:22","00:01:41:21","00:01:42:19","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
