"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:00:12","00:00:00:16","00:00:00:04","00:00:00:12","00:00:00:16","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"2","","","","C","","00:00:00:22","00:00:03:23","00:00:03:01","00:00:00:22","00:00:03:23","","","","","","","0.000","","Blue","Απόλλωνας","",""
"3","","","","C","","00:00:07:11","00:00:08:04","00:00:00:17","00:00:07:11","00:00:08:04","","","","","","","0.000","","Blue","Απόλλωνας","",""
"4","","","","C","","00:00:08:17","00:00:09:04","00:00:00:11","00:00:08:17","00:00:09:04","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"5","","","","C","","00:00:09:14","00:00:11:04","00:00:01:14","00:00:09:14","00:00:11:04","","","","","","","0.000","","Blue","Απόλλωνας","",""
"6","","","","C","","00:00:11:11","00:00:12:05","00:00:00:18","00:00:11:11","00:00:12:05","","","","","","","0.000","","Blue","Απόλλωνας","",""
"7","","","","C","","00:00:13:07","00:00:15:00","00:00:01:17","00:00:13:07","00:00:15:00","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"8","","","","C","","00:00:16:01","00:00:16:07","00:00:00:06","00:00:16:01","00:00:16:07","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"9","","","","C","","00:00:18:16","00:00:23:07","00:00:04:15","00:00:18:16","00:00:23:07","","","","","","","0.000","","Blue","Απόλλωνας","",""
"10","","","","C","","00:00:24:09","00:00:25:11","00:00:01:02","00:00:24:09","00:00:25:11","","","","","","","0.000","","Blue","Απόλλωνας","",""
"11","","","","C","","00:00:26:07","00:00:26:16","00:00:00:09","00:00:26:07","00:00:26:16","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"12","","","","C","","00:00:26:19","00:00:27:01","00:00:00:06","00:00:26:19","00:00:27:01","","","","","","","0.000","","Blue","Απόλλωνας-Κεφάλι Απόλλωνα","",""
"13","","","","C","","00:00:27:20","00:00:27:21","00:00:00:01","00:00:27:20","00:00:27:21","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"14","","","","C","","00:00:29:02","00:00:29:09","00:00:00:07","00:00:29:02","00:00:29:09","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"15","","","","C","","00:00:30:15","00:00:30:20","00:00:00:05","00:00:30:15","00:00:30:20","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"16","","","","C","","00:00:32:02","00:00:32:07","00:00:00:05","00:00:32:02","00:00:32:07","","","","","","","0.000","","Blue","Απόλλωνας","",""
"17","","","","C","","00:00:32:20","00:00:33:21","00:00:01:01","00:00:32:20","00:00:33:21","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"18","","","","C","","00:00:34:00","00:00:34:07","00:00:00:07","00:00:34:00","00:00:34:07","","","","","","","0.000","","Blue","Απόλλωνας","",""
"19","","","","C","","00:00:34:10","00:00:35:00","00:00:00:14","00:00:34:10","00:00:35:00","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"20","","","","C","","00:00:34:23","00:00:36:07","00:00:01:08","00:00:34:23","00:00:36:07","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταύρος","",""
"21","","","","C","","00:00:36:12","00:00:36:19","00:00:00:07","00:00:36:12","00:00:36:19","","","","","","","0.000","","Blue","Απόλλωνας","",""
"22","","","","C","","00:00:37:05","00:00:37:09","00:00:00:04","00:00:37:05","00:00:37:09","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"23","","","","C","","00:00:37:15","00:00:38:09","00:00:00:18","00:00:37:15","00:00:38:09","","","","","","","0.000","","Blue","Απόλλωνας","",""
"24","","","","C","","00:00:38:14","00:00:39:16","00:00:01:02","00:00:38:14","00:00:39:16","","","","","","","0.000","","Blue","Απόλλωνας","",""
"25","","","","C","","00:00:39:16","00:00:40:12","00:00:00:20","00:00:39:16","00:00:40:12","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"26","","","","C","","00:00:40:11","00:00:40:19","00:00:00:08","00:00:40:11","00:00:40:19","","","","","","","0.000","","Blue","Απόλλωνας","",""
"27","","","","C","","00:00:42:19","00:00:44:00","00:00:01:05","00:00:42:19","00:00:44:00","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"28","","","","C","","00:00:47:09","00:00:49:14","00:00:02:05","00:00:47:09","00:00:49:14","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"29","","","","C","","00:00:53:11","00:00:54:10","00:00:00:23","00:00:53:11","00:00:54:10","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"30","","","","C","","00:00:55:19","00:00:56:05","00:00:00:10","00:00:55:19","00:00:56:05","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"31","","","","C","","00:00:56:21","00:00:57:06","00:00:00:09","00:00:56:21","00:00:57:06","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"32","","","","C","","00:00:57:11","00:00:58:17","00:00:01:06","00:00:57:11","00:00:58:17","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"33","","","","C","","00:01:00:14","00:01:00:20","00:00:00:06","00:01:00:14","00:01:00:20","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
