"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:01:01","00:00:01:10","00:00:00:09","00:00:01:01","00:00:01:10","","","","","","","0.000","","Blue","Απόλλωνας","",""
"2","","","","C","","00:00:05:05","00:00:05:13","00:00:00:08","00:00:05:05","00:00:05:13","","","","","","","0.000","","Blue","Δεξιά γυναίκα","",""
"3","","","","C","","00:00:05:19","00:00:06:16","00:00:00:21","00:00:05:19","00:00:06:16","","","","","","","0.000","","Blue","Απόλλωνας","",""
"4","","","","C","","00:00:07:19","00:00:09:06","00:00:01:11","00:00:07:19","00:00:09:06","","","","","","","0.000","","Blue","Απόλλωνας","",""
"5","","","","C","","00:00:10:13","00:00:10:21","00:00:00:08","00:00:10:13","00:00:10:21","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταύρος","",""
"6","","","","C","","00:00:12:06","00:00:13:00","00:00:00:18","00:00:12:06","00:00:13:00","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταύρος","",""
"7","","","","C","","00:00:13:11","00:00:13:17","00:00:00:06","00:00:13:11","00:00:13:17","","","","","","","0.000","","Blue","Απόλλωνας","",""
"8","","","","C","","00:00:16:00","00:00:16:18","00:00:00:18","00:00:16:00","00:00:16:18","","","","","","","0.000","","Blue","Απόλλωνας","",""
"9","","","","C","","00:00:17:08","00:00:17:09","00:00:00:01","00:00:17:08","00:00:17:09","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταύρος","",""
"10","","","","C","","00:00:17:17","00:00:17:18","00:00:00:01","00:00:17:17","00:00:17:18","","","","","","","0.000","","Blue","Απόλλωνας","",""
"11","","","","C","","00:00:18:04","00:00:18:05","00:00:00:01","00:00:18:04","00:00:18:05","","","","","","","0.000","","Blue","Απόλλωνας","",""
"12","","","","C","","00:00:19:21","00:00:20:09","00:00:00:12","00:00:19:21","00:00:20:09","","","","","","","0.000","","Blue","Απόλλωνας","",""
"13","","","","C","","00:00:24:06","00:00:25:07","00:00:01:01","00:00:24:06","00:00:25:07","","","","","","","0.000","","Blue","Απόλλωνας","",""
"14","","","","C","","00:00:29:22","00:00:30:19","00:00:00:21","00:00:29:22","00:00:30:19","","","","","","","0.000","","Blue","Απόλλωνας","",""
"15","","","","C","","00:00:31:10","00:00:31:20","00:00:00:10","00:00:31:10","00:00:31:20","","","","","","","0.000","","Blue","Απόλλωνας","",""
"16","","","","C","","00:00:33:15","00:00:34:00","00:00:00:09","00:00:33:15","00:00:34:00","","","","","","","0.000","","Blue","Απόλλωνας","",""
"17","","","","C","","00:00:35:11","00:00:36:03","00:00:00:16","00:00:35:11","00:00:36:03","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταύρος","",""
"18","","","","C","","00:00:38:23","00:00:39:03","00:00:00:04","00:00:38:23","00:00:39:03","","","","","","","0.000","","Blue","Λαπίθες","",""
"19","","","","C","","00:00:39:15","00:00:39:22","00:00:00:07","00:00:39:15","00:00:39:22","","","","","","","0.000","","Blue","Απόλλωνας","",""
"20","","","","C","","00:00:40:09","00:00:40:10","00:00:00:01","00:00:40:09","00:00:40:10","","","","","","","0.000","","Blue","Δεξιά γυναίκα","",""
"21","","","","C","","00:00:40:21","00:00:41:12","00:00:00:15","00:00:40:21","00:00:41:12","","","","","","","0.000","","Blue","Απόλλωνας","",""
