"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"31","","","","C","","00:01:10:10","00:01:11:02","00:00:00:16","00:01:10:10","00:01:11:02","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και πάνω-Δεξής Κένταυρος","",""
"32","","","","C","","00:01:11:14","00:01:12:00","00:00:00:10","00:01:11:14","00:01:12:00","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"33","","","","C","","00:01:13:03","00:01:13:10","00:00:00:07","00:01:13:03","00:01:13:10","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"34","","","","C","","00:01:15:23","00:01:16:07","00:00:00:08","00:01:15:23","00:01:16:07","","","","","","","0.000","","Blue","Απόλλωνας","",""
"35","","","","C","","00:01:17:04","00:01:19:22","00:00:02:18","00:01:17:04","00:01:19:22","","","","","","","0.000","","Blue","Απόλλωνας","",""
"36","","","","C","","00:01:20:16","00:01:21:02","00:00:00:10","00:01:20:16","00:01:21:02","","","","","","","0.000","","Blue","Απόλλωνας","",""
"37","","","","C","","00:01:21:16","00:01:31:04","00:00:09:12","00:01:21:16","00:01:31:04","","","","","","","0.000","","Blue","Απόλλωνας","",""
"38","","","","C","","00:01:31:07","00:01:31:08","00:00:00:01","00:01:31:07","00:01:31:08","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"39","","","","C","","00:01:31:22","00:01:33:04","00:00:01:06","00:01:31:22","00:01:33:04","","","","","","","0.000","","Blue","Απόλλωνας","",""
"40","","","","C","","00:01:35:07","00:01:35:08","00:00:00:01","00:01:35:07","00:01:35:08","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"41","","","","C","","00:01:39:00","00:01:40:04","00:00:01:04","00:01:39:00","00:01:40:04","","","","","","","0.000","","Blue","Απόλλωνας","",""
"42","","","","C","","00:01:40:18","00:01:42:05","00:00:01:11","00:01:40:18","00:01:42:05","","","","","","","0.000","","Blue","Απόλλωνας","",""
