"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:00:00","00:00:00:13","00:00:00:13","00:00:00:00","00:00:00:13","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"2","","","","C","","00:00:00:15","00:00:01:00","00:00:00:03","00:00:00:15","00:00:01:00","","","","","","","0.000","","Blue","Απόλλωνας","",""
"3","","","","C","","00:00:01:15","00:00:04:10","00:00:02:13","00:00:01:15","00:00:04:10","","","","","","","0.000","","Blue","Απόλλωνας","",""
"4","","","","C","","00:00:04:13","00:00:04:17","00:00:00:04","00:00:04:13","00:00:04:17","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"5","","","","C","","00:00:05:04","00:00:06:16","00:00:01:12","00:00:05:04","00:00:06:16","","","","","","","0.000","","Blue","Απόλλωνας","",""
"6","","","","C","","00:00:09:14","00:00:10:14","00:00:01:00","00:00:09:14","00:00:10:14","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"7","","","","C","","00:00:11:14","00:00:15:14","00:00:04:00","00:00:11:14","00:00:15:14","","","","","","","0.000","","Blue","Απόλλωνας","",""
"8","","","","C","","00:00:16:04","00:00:16:10","00:00:00:06","00:00:16:04","00:00:16:10","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"9","","","","C","","00:00:17:02","00:00:21:03","00:00:04:01","00:00:17:02","00:00:21:03","","","","","","","0.000","","Blue","Απόλλωνας","",""
"10","","","","C","","00:00:23:00","00:00:23:01","00:00:00:01","00:00:23:00","00:00:23:01","","","","","","","0.000","","Blue","Απόλλωνας","",""
"11","","","","C","","00:00:23:15","00:00:24:09","00:00:00:12","00:00:23:15","00:00:24:09","","","","","","","0.000","","Blue","Απόλλωνας","",""
"12","","","","C","","00:00:24:12","00:00:25:02","00:00:00:08","00:00:24:12","00:00:25:02","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταυρος","",""
"13","","","","C","","00:00:25:03","00:00:25:12","00:00:00:09","00:00:25:03","00:00:25:12","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"14","","","","C","","00:00:25:14","00:00:26:00","00:00:00:04","00:00:25:14","00:00:26:00","","","","","","","0.000","","Blue","Απόλλωνας","",""
"15","","","","C","","00:00:26:05","00:00:26:11","00:00:00:06","00:00:26:05","00:00:26:11","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"16","","","","C","","00:00:26:12","00:00:26:13","00:00:00:01","00:00:26:12","00:00:26:13","","","","","","","0.000","","Blue","Απόλλωνας","",""
"17","","","","C","","00:00:27:08","00:00:27:10","00:00:00:02","00:00:27:08","00:00:27:10","","","","","","","0.000","","Blue","Απόλλωνας","",""
"18","","","","C","","00:00:27:14","00:00:28:12","00:00:00:16","00:00:27:14","00:00:28:12","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"19","","","","C","","00:00:29:01","00:00:29:17","00:00:00:16","00:00:29:01","00:00:29:17","","","","","","","0.000","","Blue","Απόλλωνας","",""
"20","","","","C","","00:00:30:01","00:00:30:10","00:00:00:09","00:00:30:01","00:00:30:10","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταυρος","",""
"21","","","","C","","00:00:30:14","00:00:31:04","00:00:00:08","00:00:30:14","00:00:31:04","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταυρος","",""
"22","","","","C","","00:00:31:06","00:00:31:14","00:00:00:08","00:00:31:06","00:00:31:14","","","","","","","0.000","","Blue","Απόλλωνας","",""
"23","","","","C","","00:00:31:16","00:00:32:04","00:00:00:06","00:00:31:16","00:00:32:04","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"24","","","","C","","00:00:32:06","00:00:32:07","00:00:00:01","00:00:32:06","00:00:32:07","","","","","","","0.000","","Blue","Απόλλωνας","",""
"25","","","","C","","00:00:33:00","00:00:33:03","00:00:00:03","00:00:33:00","00:00:33:03","","","","","","","0.000","","Blue","Απόλλωνας","",""
"26","","","","C","","00:00:33:06","00:00:33:09","00:00:00:03","00:00:33:06","00:00:33:09","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταυρος","",""
"27","","","","C","","00:00:33:10","00:00:33:14","00:00:00:04","00:00:33:10","00:00:33:14","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"28","","","","C","","00:00:33:16","00:00:34:05","00:00:00:07","00:00:33:16","00:00:34:05","","","","","","","0.000","","Blue","Απόλλωνας","",""
"29","","","","C","","00:00:34:11","00:00:35:03","00:00:00:10","00:00:34:11","00:00:35:03","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"30","","","","C","","00:00:35:17","00:00:36:17","00:00:01:00","00:00:35:17","00:00:36:17","","","","","","","0.000","","Blue","Απόλλωνας","",""
"31","","","","C","","00:00:38:07","00:00:38:12","00:00:00:05","00:00:38:07","00:00:38:12","","","","","","","0.000","","Blue","Απόλλωνας","",""
"32","","","","C","","00:00:38:13","00:00:39:02","00:00:00:07","00:00:38:13","00:00:39:02","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"33","","","","C","","00:00:39:11","00:00:40:00","00:00:00:07","00:00:39:11","00:00:40:00","","","","","","","0.000","","Blue","Απόλλωνας","",""
"34","","","","C","","00:00:40:02","00:00:41:05","00:00:01:03","00:00:40:02","00:00:41:05","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Αριστερός Κένταυρος","",""
"35","","","","C","","00:00:41:16","00:00:43:07","00:00:01:09","00:00:41:16","00:00:43:07","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"36","","","","C","","00:00:43:15","00:00:44:00","00:00:00:03","00:00:43:15","00:00:44:00","","","","","","","0.000","","Blue","Απόλλωνας","",""
"37","","","","C","","00:00:44:08","00:00:44:16","00:00:00:08","00:00:44:08","00:00:44:16","","","","","","","0.000","","Blue","Απόλλωνας","",""
"38","","","","C","","00:00:45:01","00:00:45:15","00:00:00:14","00:00:45:01","00:00:45:15","","","","","","","0.000","","Blue","Marker 38","",""
"39","","","","C","","00:00:46:10","00:00:48:07","00:00:01:15","00:00:46:10","00:00:48:07","","","","","","","0.000","","Blue","Απόλλωνας","",""
"40","","","","C","","00:00:48:14","00:00:50:04","00:00:01:08","00:00:48:14","00:00:50:04","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"41","","","","C","","00:00:50:03","00:00:50:07","00:00:00:04","00:00:50:03","00:00:50:07","","","","","","","0.000","","Blue","Απόλλωνας","",""
"42","","","","C","","00:00:50:08","00:00:51:02","00:00:00:12","00:00:50:08","00:00:51:02","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"43","","","","C","","00:00:51:03","00:00:54:04","00:00:03:01","00:00:51:03","00:00:54:04","","","","","","","0.000","","Blue","Απόλλωνας","",""
"44","","","","C","","00:00:56:03","00:00:57:13","00:00:01:10","00:00:56:03","00:00:57:13","","","","","","","0.000","","Blue","Απόλλωνας","",""
"45","","","","C","","00:00:58:13","00:01:00:08","00:00:01:13","00:00:58:13","00:01:00:08","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"46","","","","C","","00:01:00:12","00:01:02:03","00:00:01:09","00:01:00:12","00:01:02:03","","","","","","","0.000","","Blue","Απόλλωνας","",""
"47","","","","C","","00:01:02:08","00:01:03:13","00:00:01:05","00:01:02:08","00:01:03:13","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"48","","","","C","","00:01:06:07","00:01:06:13","00:00:00:06","00:01:06:07","00:01:06:13","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
"49","","","","C","","00:01:06:16","00:01:07:05","00:00:00:07","00:01:06:16","00:01:07:05","","","","","","","0.000","","Blue","Απόλλωνας","",""
"50","","","","C","","00:01:07:15","00:01:08:01","00:00:00:04","00:01:07:15","00:01:08:01","","","","","","","0.000","","Blue","Κένταυροι-Μεση Κενταύρων και κάτω-Δεξής Κένταυρος","",""
"51","","","","C","","00:01:09:04","00:01:09:08","00:00:00:04","00:01:09:04","00:01:09:08","","","","","","","0.000","","Blue","Απόλλωνας","",""
"52","","","","C","","00:01:09:11","00:01:09:12","00:00:00:01","00:01:09:11","00:01:09:12","","","","","","","0.000","","Blue","Αριστερά άνδρας","",""
