"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"14","","","","C","","00:00:43:19","00:00:45:16","00:00:01:21","00:00:43:19","00:00:45:16","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"15","","","","C","","00:00:45:19","00:00:46:10","00:00:00:15","00:00:45:19","00:00:46:10","","","","","","","0.000","","Blue","Θησέας","",""
"16","","","","C","","00:00:46:16","00:00:48:07","00:00:01:15","00:00:46:16","00:00:48:07","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"17","","","","C","","00:00:48:18","00:00:49:13","00:00:00:19","00:00:48:18","00:00:49:13","","","","","","","0.000","","Blue","Θησέας","",""
"18","","","","C","","00:00:49:15","00:00:51:08","00:00:01:17","00:00:49:15","00:00:51:08","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"19","","","","C","","00:00:51:11","00:00:51:19","00:00:00:08","00:00:51:11","00:00:51:19","","","","","","","0.000","","Blue","Θησέας","",""
"20","","","","C","","00:00:52:00","00:00:54:04","00:00:02:04","00:00:52:00","00:00:54:04","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"21","","","","C","","00:00:54:08","00:00:54:11","00:00:00:03","00:00:54:08","00:00:54:11","","","","","","","0.000","","Blue","Θησέας","",""
"22","","","","C","","00:00:54:17","00:00:55:12","00:00:00:19","00:00:54:17","00:00:55:12","","","","","","","0.000","","Blue","Κέντραυροι","",""
"23","","","","C","","00:00:55:11","00:00:56:03","00:00:00:16","00:00:55:11","00:00:56:03","","","","","","","0.000","","Blue","Θησέας","",""
"24","","","","C","","00:00:57:05","00:01:02:07","00:00:05:02","00:00:57:05","00:01:02:07","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"25","","","","C","","00:01:02:09","00:01:03:14","00:00:01:05","00:01:02:09","00:01:03:14","","","","","","","0.000","","Blue","Θησέας","",""
"26","","","","C","","00:01:04:18","00:01:05:03","00:00:00:09","00:01:04:18","00:01:05:03","","","","","","","0.000","","Blue","Κέντρο-Απόλλων-Τόξο","",""
"27","","","","C","","00:01:08:19","00:01:10:15","00:00:01:20","00:01:08:19","00:01:10:15","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"28","","","","C","","00:01:10:23","00:01:11:15","00:00:00:16","00:01:10:23","00:01:11:15","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"29","","","","C","","00:01:14:05","00:01:16:10","00:00:02:05","00:01:14:05","00:01:16:10","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"30","","","","C","","00:01:17:07","00:01:17:11","00:00:00:04","00:01:17:07","00:01:17:11","","","","","","","0.000","","Blue","Κέντρο-Απόλλων-Τόξο","",""
"31","","","","C","","00:01:18:09","00:01:19:06","00:00:00:21","00:01:18:09","00:01:19:06","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"32","","","","C","","00:01:20:17","00:01:21:01","00:00:00:08","00:01:20:17","00:01:21:01","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"33","","","","C","","00:01:23:07","00:01:23:13","00:00:00:06","00:01:23:07","00:01:23:13","","","","","","","0.000","","Blue","Δηιδάμεια","",""
"34","","","","C","","00:01:24:10","00:01:24:16","00:00:00:06","00:01:24:10","00:01:24:16","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"35","","","","C","","00:01:27:13","00:01:29:01","00:00:01:12","00:01:27:13","00:01:29:01","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"36","","","","C","","00:01:33:06","00:01:36:00","00:00:02:18","00:01:33:06","00:01:36:00","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"37","","","","C","","00:01:36:03","00:01:36:20","00:00:00:17","00:01:36:03","00:01:36:20","","","","","","","0.000","","Blue","Δηιδάμεια","",""
"38","","","","C","","00:01:36:19","00:01:39:01","00:00:02:06","00:01:36:19","00:01:39:01","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
"39","","","","C","","00:01:39:13","00:01:41:17","00:00:02:04","00:01:39:13","00:01:41:17","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"40","","","","C","","00:01:43:20","00:01:44:09","00:00:00:13","00:01:43:20","00:01:44:09","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"41","","","","C","","00:01:45:18","00:01:46:02","00:00:00:08","00:01:45:18","00:01:46:02","","","","","","","0.000","","Blue","Ευρυτίωνας","",""
