"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:03:22","00:00:04:13","00:00:00:15","00:00:03:22","00:00:04:13","","","","","","","0.000","","Blue","Κένταυροι-Μέση Κενταύρων και πάνω-Δεξής Κένταυρος","",""
"2","","","","C","","00:00:06:06","00:00:06:15","00:00:00:09","00:00:06:06","00:00:06:15","","","","","","","0.000","","Blue","Κένταυροι-Μέση Κενταύρων και πάνω-Δεξής Κένταυρος","",""
"3","","","","C","","00:00:10:02","00:00:11:05","00:00:01:03","00:00:10:02","00:00:11:05","","","","","","","0.000","","Blue","Δεξιά γυναίκα","",""
"4","","","","C","","00:00:12:18","00:00:12:21","00:00:00:03","00:00:12:18","00:00:12:21","","","","","","","0.000","","Blue","Δεξιά γυναίκα","",""
"5","","","","C","","00:00:13:08","00:00:13:13","00:00:00:05","00:00:13:08","00:00:13:13","","","","","","","0.000","","Blue","Κένταυροι-Μέση Κενταύρων και πάνω-Δεξής Κένταυρος","",""
"6","","","","C","","00:00:31:20","00:00:32:01","00:00:00:05","00:00:31:20","00:00:32:01","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"7","","","","C","","00:00:48:11","00:00:48:13","00:00:00:02","00:00:48:11","00:00:48:13","","","","","","","0.000","","Blue","Δεξιά γυναίκα","",""
"8","","","","C","","00:00:48:16","00:00:49:00","00:00:00:08","00:00:48:16","00:00:49:00","","","","","","","0.000","","Blue","Κένταυροι-Μέση Κενταύρων και πάνω-Δεξής Κένταυρος","",""
"9","","","","C","","00:00:52:19","00:00:53:00","00:00:00:05","00:00:52:19","00:00:53:00","","","","","","","0.000","","Blue","Δεξιά γυναίκα","",""
"10","","","","C","","00:01:06:07","00:01:06:08","00:00:00:01","00:01:06:07","00:01:06:08","","","","","","","0.000","","Blue","Απόλλωνας-Δεξί χέρι Απόλλωνα","",""
"11","","","","C","","00:01:43:00","00:01:43:01","00:00:00:01","00:01:43:00","00:01:43:01","","","","","","","0.000","","Blue","Κένταυροι-Μέση Κενταύρων και πάνω-Δεξής Κένταυρος","",""
