"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:02:08","00:00:02:15","00:00:00:07","00:00:02:08","00:00:02:15","","","","","","","0.000","","Blue","Θησέας","",""
"2","","","","C","","00:00:03:07","00:00:04:10","00:00:01:03","00:00:03:07","00:00:04:10","","","","","","","0.000","","Blue","Θησέας","",""
"3","","","","C","","00:00:05:00","00:00:05:16","00:00:00:16","00:00:05:00","00:00:05:16","","","","","","","0.000","","Blue","Κέντραυροι","",""
"4","","","","C","","00:00:17:03","00:00:19:06","00:00:02:03","00:00:17:03","00:00:19:06","","","","","","","0.000","","Blue","Κέντραυροι","",""
"5","","","","C","","00:00:20:05","00:00:21:06","00:00:01:01","00:00:20:05","00:00:21:06","","","","","","","0.000","","Blue","Θησέας","",""
"6","","","","C","","00:00:23:01","00:00:24:12","00:00:01:11","00:00:23:01","00:00:24:12","","","","","","","0.000","","Blue","Θησέας","",""
"7","","","","C","","00:00:26:03","00:00:27:01","00:00:00:22","00:00:26:03","00:00:27:01","","","","","","","0.000","","Blue","Κέντρο-Απόλλων-Αριστερό Χέρι","",""
"8","","","","C","","00:00:29:11","00:00:30:01","00:00:00:14","00:00:29:11","00:00:30:01","","","","","","","0.000","","Blue","Θησέας","",""
"9","","","","C","","00:00:31:03","00:00:32:19","00:00:01:16","00:00:31:03","00:00:32:19","","","","","","","0.000","","Blue","Θησέας","",""
"10","","","","C","","00:00:35:08","00:00:35:16","00:00:00:08","00:00:35:08","00:00:35:16","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"11","","","","C","","00:00:35:19","00:00:36:12","00:00:00:17","00:00:35:19","00:00:36:12","","","","","","","0.000","","Blue","Θησέας","",""
"12","","","","C","","00:00:36:19","00:00:37:03","00:00:00:08","00:00:36:19","00:00:37:03","","","","","","","0.000","","Blue","Κέντραυροι","",""
"13","","","","C","","00:00:37:15","00:00:38:01","00:00:00:10","00:00:37:15","00:00:38:01","","","","","","","0.000","","Blue","Θησέας","",""
"14","","","","C","","00:00:40:00","00:00:42:05","00:00:02:05","00:00:40:00","00:00:42:05","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"15","","","","C","","00:00:42:13","00:00:42:14","00:00:00:01","00:00:42:13","00:00:42:14","","","","","","","0.000","","Blue","Θησέας","",""
"16","","","","C","","00:00:43:04","00:00:48:02","00:00:04:22","00:00:43:04","00:00:48:02","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"17","","","","C","","00:01:05:09","00:01:07:16","00:00:02:07","00:01:05:09","00:01:07:16","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"18","","","","C","","00:01:09:05","00:01:09:08","00:00:00:03","00:01:09:05","00:01:09:08","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"19","","","","C","","00:01:11:15","00:01:14:13","00:00:02:22","00:01:11:15","00:01:14:13","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"20","","","","C","","00:01:17:06","00:01:20:14","00:00:03:08","00:01:17:06","00:01:20:14","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"21","","","","C","","00:01:21:10","00:01:22:15","00:00:01:05","00:01:21:10","00:01:22:15","","","","","","","0.000","","Blue","Κέντρο-Απόλλων-Τόξο","",""
"22","","","","C","","00:01:27:10","00:01:29:23","00:00:02:13","00:01:27:10","00:01:29:23","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"23","","","","C","","00:01:31:09","00:01:36:15","00:00:05:06","00:01:31:09","00:01:36:15","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"24","","","","C","","00:01:38:17","00:01:43:04","00:00:04:11","00:01:38:17","00:01:43:04","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"25","","","","C","","00:01:45:11","00:01:51:20","00:00:06:09","00:01:45:11","00:01:51:20","","","","","","","0.000","","Blue","Κέντρο-Απόλλων-Τόξο","",""
"26","","","","C","","00:01:53:22","00:01:54:16","00:00:00:18","00:01:53:22","00:01:54:16","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
"27","","","","C","","00:01:55:12","00:01:56:01","00:00:00:13","00:01:55:12","00:01:56:01","","","","","","","0.000","","Blue","Κέντρο-Απόλλων","",""
